responsetype,response,name,title,company,bank,doctype,filename
question,"Okay, fine. Then maybe a bit more in terms of net interest margin and I guess, it has been another area of focus you guys have certainly benefited over the last couple of years [indiscernible] (15:12) asset-sensitive balance sheet. Maybe talk to kind of what you are seeing in current environment, your deposit betas have obviously been better than peers? How do you see those progressing and how do you see NIM behaving given what you said on deposits and the current rate backdrop?",Jason M. Goldberg,Analyst,"Barclays Capital, Inc.",regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
answer,"Yeah. I'll start and let Deron kind of wrap up. But one of the things we believe has been under appreciated is our deposit base. John walked through a lot of the statistics in terms of our deposit base, very granular, consumer centric deposits. Our betas perform better than we had anticipated. We think the driver is that granularity. This year our deposit beta has been for the year about 22%. We think it will be for the year about 30% which implies the 40% for the back half. So we do think deposit betas will start giving or will be higher than we have seen. Our cumulative beta is 14%, the one of the lowest in the peer group and we think we'll even through the cycle continue to outperform because of the deposit makeup that we have. So that when we talk about asset sensitivity is just not how we structured the balance sheet to actually perform on the short, medium and long end of the curve. But it's really watching that funding base, it's a huge driver. Loan deposit ratio of 84% and while we're having decent loan growth, it hasn't been something we needed to go chase deposits to fund. We think of growing customer accounts to get loans and deposits, not having to go chase funding and that benefits us by being able to keep that cost down. So we see continued growth in NII. We gave you guidance and we expect our margin to continue to expand. We wish 30-day LIBOR would be more beneficial than it appears to be thus far. But a big driver of our outperformance is the fact that we have a lot of reinvestment whether it's fixed rate securities and loans coming off the books, some $14 billion over the next year. About $4 billion of that's securities, about $10 billion of that's loans. So reinvestment picking up another 75 basis points to 100 basis points, that's a huge tailwind for us. Even when the curve is flat, it's flat but higher and so that gives us confidence to give you the kind of guidance we have for NII margin You want to add to that?","David J. Turner, Jr.","Senior Executive Vice President, Chief Financial Officer & Member-Executive Council and Operating Committee",Regions Financial Corp.,regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
answer,[indiscernible] (17:44).,"John M. Turner, Jr.","President, Chief Executive Officer, Director & Member-Operating Committee and Executive Council",Regions Financial Corp.,regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
question,"All right. We will pause and take a couple of look at some of our ARS questions and then we'll take some audience questions. So what's your positioning in the stock, overweight, market weight, underweight or no position? So 29% overweight. Last year this time that was only 7%, so lot of happy investors in the room, which is interesting, and go to the next question. If we don't own the stock or underweight which line item you kind of most looking at to change your mind, loan growth, NIM fees, expenses, dividend buyback or valuations. Loan growth aside from valuation is by far the number one response. I guess you talked about a lot of the initiatives already in terms of your outlook there. So I won't press you further. We pause there and see if there's any questions from the audience. I see one back right and she's coming with the mic, so just wait 10 seconds.",Jason M. Goldberg,Analyst,"Barclays Capital, Inc.",regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
error,"Q Yes. I have a question. So firstly I want to go back in time a little bit to your sale of Morgan Keegan and just reflect on that transaction and the rationale behind that because if you look at the business today, wealth, $8 billion of deposits is growing pretty nicely, you said it's growing 6% right now. And so just kind of a two-pronged question, just reflect on the rationale today looking back on the sale of Morgan Keegan is because it's done pretty well in its transition. And just kind of how you think about growth in the $8 billion of deposits in wealth?",,,,regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
answer,"Sure. As you said let's go back, made me cringe a bit. In some cases, we don't want to do that. But in the case of Morgan Keegan that's 2012. In 2012, we still had TARP, we needed to simplify our business, we need to raise capital in the cheapest form we could because we didn't want to dilute our shareholders any more than we had to. Morgan Keegan also had a series of litigation issues that we were dealing with. And so simplifying that, getting out, in particular the retail brokerage side of that was just something we struggled with being able to make that work inside of a regulated bank. So we were able to get to – it's about $3.5 billion worth of revenue at the time, we sold it for a little over a $1 billion, is right thing to do. That $1 billion also provided liquidity. So we needed that to help to pay for TARP repayment and other things. So it saved us from having to go get a very expensive debt. Our spread was very wide at the time. So we thought net-net, it was the right thing to do. We still believe it. They were good people, and we're glad they had a good home to go to in the form of Raymond James, and they performed very well for them it appears. But what happened to us in that is, there was a piece of capital markets business on the fixed income side that had to go with the transaction. We kept the trust piece. We had to sell that capital markets piece and that's what we've had to rebuild over time. So you've seen investments that we have made in people and capabilities to serve our larger clients, corporate and commercial clients, and we've had to rebuild. It's taken us some time. And that was really the only disappointment that which we could have kept that piece, but the model wouldn't work breaking them apart. So that was a rationale we thought it was a pretty good decision.","John M. Turner, Jr.","President, Chief Executive Officer, Director & Member-Operating Committee and Executive Council",Regions Financial Corp.,regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
question,Do you have anything to add?,Jason M. Goldberg,Analyst,"Barclays Capital, Inc.",regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
answer,"I have not been with the bank but about six months, so that wasn't something I knew much about.","David J. Turner, Jr.","Senior Executive Vice President, Chief Financial Officer & Member-Executive Council and Operating Committee",Regions Financial Corp.,regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
question,"Thanks. Any other questions? Q Hey, wanted to ask you about loan growth again. If I'm looking at the numbers correctly on an average basis adjusted, you grew like 1.1% year-over-year, and it looks like in the period maybe around 1% or a little less. So you've expressed confidence in loan growth being similar, I think to Q2. So are you talking those types of numbers. And if so, that's a little bit less than peers. And I know you guys have run off – your peers have run off too. So I'm just kind of curious given what you said about your geographic footprint being faster growing, but yet your loan growth looks like it trails peers even again trying to adjust for some of the runoff.",Jason M. Goldberg,Analyst,"Barclays Capital, Inc.",regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
answer,"Yes. So as we look at our expected performance, we don't have to grow a lot to achieve all of our financial objectives, and we do think that at this point – potentially at this point, in the economic cycle and whose to know when the economy may turn. But it's important that we care for, our markets are very competitive. We won – technically won, booked a little over $9 billion in new business through the first six months of the year. But we didn't win about $5.6 billion in wholesale business opportunities during the first six months of the year. And the majority of the reason we didn't win that business, was because of pricing or some other structural element. So we know the opportunity is present but we're not competing on rate, we're not competing on terms and we think it's really important during this period of time to emphasize that as part of the culture that we're continuing to build and create sound risk management. And if we do that, we think it's key to our being a consistent and sustainable performer over time. So we're comfortable with our level of loan growth given where we operate, given the competitive conditions and where we are in the market, we can achieve our financial objectives given where we are.","John M. Turner, Jr.","President, Chief Executive Officer, Director & Member-Operating Committee and Executive Council",Regions Financial Corp.,regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
answer,"I would add to that, if you do a peer comparison as to where the growth came from, that outperformed us in the first half. You'd see that manifest itself in the real estate, commercial real estate. We have not been wanting to grow commercial real estate. We pulled out of Houston, early on. This is when we had energy crisis has hit. We thought there was risk there. We saw real estate risk in Nashville and Charlotte, and Atlanta and so we chose not to participate in that which was different than our peers did and we think that was the right answer for us. We also have been moving from the construction lending to more term lending, stabilized cash flow lending and that took us a little bit of time to transition but our core business we feel very good about as John mentioned.","David J. Turner, Jr.","Senior Executive Vice President, Chief Financial Officer & Member-Executive Council and Operating Committee",Regions Financial Corp.,regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
question,"Yeah. [ph] Bob (25:19) another question, right behind [ph] Mike (25:21).",Jason M. Goldberg,Analyst,"Barclays Capital, Inc.",regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
unknown,"Q Yeah. I had a follow-up question on the loan growth and your answer describes a great discipline about pricing and structure et cetera. How much of that is also driven perhaps by CCAR and we've heard this answer from a lot of banks that, we just don't want to do those loans, because they're tougher. Is the whole banking sector just 8 more conservative or is there more structural reason, are you running numbers on, if I made that loan, my stress test would get much worse?",error,error,error,regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
answer,"No, I would say, answer to that question two ways. One, we made a commitment now a few years ago to really focus on risk adjusted returns within our business, and to have a better understanding about returns in our businesses, in our products. So we've made choices like the sale of insurance, where we didn't think we were getting an appropriate return on our capital. And so it is one, a reflection of our commitment to returns within businesses, within portfolios, within asset classes, and a discipline that we're continuing to build on. We do make decisions though based upon the information that is reflected back to us through the CCAR process. So as an example, David talked about our desire to reduce the amount of construction lending we were doing and shift our real estate business to being more balanced between construction and term lending that was directly the result of the impact that we saw through the CCAR process of holding a lot of construction loans. There was clearly a capital tax. And so we made a decision to reduce the size of that portfolio, and to begin to grow the term lending business, which is more stable and brings with it deposits and fees and other things that, that are more profitable. So it's really a two-part answer.","John M. Turner, Jr.","President, Chief Executive Officer, Director & Member-Operating Committee and Executive Council",Regions Financial Corp.,regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
answer,"You know, you also have to look at those risk adjusted return manifest itself in decisions like the, not renewing a third-party contract on our indirect auto. The returns were [indiscernible] (27:28) $700 million, so I can appreciate, while others have some run-off portfolios, that's a big number for us. We also sold $254 million for the troubled debt restructured loans again to try to get our returns up and that's a cultural change that we've had over the past several years is we're not about nominal revenue and nominal balance sheet growth, it's about risk adjusted returns to our shareholders because we needed to get our return on tangible [ph] coming up (27:54) and we think you're seeing the benefit of that.","David J. Turner, Jr.","Senior Executive Vice President, Chief Financial Officer & Member-Executive Council and Operating Committee",Regions Financial Corp.,regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
question,"Additional questions? And we'll go to the next ARS questions. For the audience, what do you think will drive the most benefit from the Simplify and Growth initiative? These are consumer lending, head count elimination, real estate reduction and branch reduction, additional business divestitures like RF insurance or rationalization of non- core markets or realization, because realization should exit non-core states to go with.",Jason M. Goldberg,Analyst,"Barclays Capital, Inc.",regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
answer,It's like you picked one? One state.,"John M. Turner, Jr.","President, Chief Executive Officer, Director & Member-Operating Committee and Executive Council",Regions Financial Corp.,regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
question,"States. So, branch and real estate reduction followed by head count elimination. I guess on Simplify and Grow have you, or willing you or going to kind of maybe put out some financial targets for that – I mean you talked about being more geared towards expenses than revenues. But you had your prior [ph] $300 million to $400 million (29:17) type state program which are hard dollar number, I guess how are you conceptually thinking about this program? And when could we hear more about it?",Jason M. Goldberg,Analyst,"Barclays Capital, Inc.",regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
answer,"We haven't given out any hard dollar targets because we really view it as an effort to change our culture to create a culture of continuous improvement. We don't think about it as a program whether at beginning and in end. But rather it is a different way for us to think about how we do business. We've embedded the impacts that we believe we will experience in our financial targets. And so as you see those targets, you can appreciate achieving the results or in part will be achieved through Simplify and Grow. But we don't intend to put out any specific targets or categorizations because we think that implies a program which might force us to make some decisions to meet targets that we ultimately don't want to be held to. I think as long as we achieve our financial targets, as they've been described, and how we get there, we want to be left to us and we won't be able to control the timing.","John M. Turner, Jr.","President, Chief Executive Officer, Director & Member-Operating Committee and Executive Council",Regions Financial Corp.,regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
answer,"We have given you targets that's part of Simplify and Grow is helping us get to below 60% efficiency ratio. Simplify and Grow will help us get to that mid-50s to lower 50s on efficiency over time. So we haven't given a dollar amount for expense elimination and this manifests itself in the resulting metrics that we see. And you look at what's on the slide there, the first four of those are all embedded in Simplify and Grow. That's the extent of which is perhaps different than what each of you may want, but all of those are being addressed. We do look at all of our states, we like the diversification that we have. Clearly, we don't have share in the same share in some states, as we do in others. But we are making sure all of those are very profitable. And if you get rid of one, you got to redeploy the capital to get the return that we need to have. So those are all very good points and are being addressed in Simplify and Grow.","David J. Turner, Jr.","Senior Executive Vice President, Chief Financial Officer & Member-Executive Council and Operating Committee",Regions Financial Corp.,regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
question,"I guess maybe we'll ask the audience a follow-up question today with the next ARS question. David mentioned the mid-50s kind of [indiscernible] (31:38) efficiency ratio. I guess where do you kind of see Region's kind of long-term efficiency ratio target should be talking about sub-60% this year, mid-50s longer term, throw some choices out to the audience? So [ph] thought that (32:06) mid-50s may have been a little bit higher although you have some people being smart at being sub-52%. I don't know. Dave looks a little bit uncomfortable. In terms of long, long term is, right.",Jason M. Goldberg,Analyst,"Barclays Capital, Inc.",regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
answer,"Oh you're talking about for – is that a 2019 or is that a three-year, what's ...","David J. Turner, Jr.","Senior Executive Vice President, Chief Financial Officer & Member-Executive Council and Operating Committee",Regions Financial Corp.,regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
question,I was thinking three – I think more like a three-year.,Jason M. Goldberg,Analyst,"Barclays Capital, Inc.",regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
answer,Yeah.,"David J. Turner, Jr.","Senior Executive Vice President, Chief Financial Officer & Member-Executive Council and Operating Committee",Regions Financial Corp.,regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
question,"And we'll go to the last ARS question for Regions. What do you think is the best incremental use of capital for Regions excluding organic loan growth, key bank acquisitions, non-bank acquisitions, further increase the dividend, further increase the buyback? Not a clear consensus. People want even more buybacks and that is never enough, followed by non-bank acquisitions, which you talked a little bit about earlier. I guess this – it will return a lot of capital this year despite that you still have a lot of capital. I guess, how do you think about utilizing [indiscernible] (33:31) capital on the face of an evolving CCAR? And just borrowing more than you need?",Jason M. Goldberg,Analyst,"Barclays Capital, Inc.",regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
answer,"Now that's a great question. We've developed over the years a very good capital planning regime. We had a lot of people that worked on it, Deron's team drives it. And we don't set capital targets based on what a third party regulator or otherwise would tell us. We've said it based on the amount of capital, we think we need have to run our business and our job is to optimize that capital both in total and the components of the stack. And so we are working to become more efficient. We've been solving Tier 1 with too much common. We're going to rectify that over time and get our common equity Tier 1. Our math tells us we ought to be in the 9.5% range which we're seeking to get to in 2019. We're going to call it 11% right now. So a point and half, that's a $1.5 billion in real math, that we need to return to shareholders. So we hope we get some relief not because it will change the capital targets, but it will change how timely we can manage our capital levels, that is repurchases really ought to be the last thing that we do. We ought to be putting our capital work for our shareholders to grow. But when the growth opportunities aren't there then you give it back and not let it pile up and hurt your return. So we're excited about getting that ability to manage more real time, and – but 9.5% is kind of the common equity Tier 1 target that we currently have.","John M. Turner, Jr.","President, Chief Executive Officer, Director & Member-Operating Committee and Executive Council",Regions Financial Corp.,regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
answer,"Yeah, I would just comment on the dividend. Obviously, this year we had a pretty robust increase in the dividend and the way we think about that primarily is we want to set the dividend in a level that we think is sustainable through what I would call a normal cycle, so a normal downturn. And as John's talked about our efforts over the last few years to make sure we're getting paid for the risk we're taking to de-risk in certain places, to grow revenue streams that we think are more stable through the cycle. That all contributes to greater stability and earnings and lower variability in earnings. And so, I think over time, we believe we can get the dividend payout ratio. Obviously, the dividend will grow commensurate with earnings, but we also think the payout ratio can grow toward the upper end of that 35% to 45% range as we continue to grow those businesses that contribute to stability and earnings, and we manage the variability of the credit risk in the balance sheet.","John M. Turner, Jr.","President, Chief Executive Officer, Director & Member-Operating Committee and Executive Council",Regions Financial Corp.,regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
question,"And maybe I know in several years this conference we've talked about the impact of hurricanes and how that [indiscernible] (36:30). It looks like in the next couple, we'll likely miss the most of your franchise, but can you just remind us in terms of how the impact of hurricanes plays through in terms of what you initially see from a credit loss perspective, and a deposit inflow perspective and rebuilding? Can you just remind us how investors should think about that for some of these other markets? Just to go around.",Jason M. Goldberg,Analyst,"Barclays Capital, Inc.",regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
answer,"Yeah. So, we do have branches in the current path. Our teams are busy right now in going zip code by zip code in terms of what we do have and how it might get impacted, whether it be from wind or flooding. So we do go through that. What happens is generally there is destruction of some form. Sometimes insurance covers it, sometimes it doesn't. They are generally speaking early on, there are more losses, but then you have a period of time where there is a lot of infrastructure spending to kind of rebuild that and lending opportunity to these come out of that too. But early on our job is to take our customer base and make sure they're taken care of. They have cash needs. When you lose electricity and you've been flooded and you need cash to – it becomes the cash economy very quickly. So we'll dispense our mobile units to get down to the affected area, so that our customers can get back as quickly as they can to normal life and get cash in their pocket, help businesses get open because every day they are closed or losing money. Hopefully it's insured. But that's really how we see it. And over time it creates opportunity. You saw that in Houston where we pulled back from commercial real estate and then there was a hurricane. There was a lot building that came after that.","David J. Turner, Jr.","Senior Executive Vice President, Chief Financial Officer & Member-Executive Council and Operating Committee",Regions Financial Corp.,regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
answer,"But within 60 days to 90 days, you'll see an increase in deposits and then economic activity will pick up as rebuilding occurs. So it's eventually will create a dynamic in the market that will be good for business. Always a human tragedy associated with that. So you never wish for a hurricane but there is a positive business impact typically as a result, I think that was the nature of the question.","John M. Turner, Jr.","President, Chief Executive Officer, Director & Member-Operating Committee and Executive Council",Regions Financial Corp.,regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
question,"Okay. Maybe time for one more last question from the audience. I guess John I appreciate you have been with the banks seven years but you've only been CEO for 75 days or so. Maybe talk to kind of any initial impressions, surprises anything you want to see done differently as you kind of look out?",Jason M. Goldberg,Analyst,"Barclays Capital, Inc.",regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
answer,"Yeah. I would say impressions, I'm more optimistic about our future than I was before I was the CEO, not because I'm the CEO but because I've had a chance to spend time in our markets with our teams. I think we've got a really solid plan I like the trajectory that we're on. And so, I would say my impressions are really informed by the commitment of our team, the reaction to the changes associated with Simplify and Grow, they're excited about our plans and the things that we're doing to make our business stronger.","John M. Turner, Jr.","President, Chief Executive Officer, Director & Member-Operating Committee and Executive Council",Regions Financial Corp.,regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
unknown,"Jason M. Goldberg Analyst, Barclays Capital, Inc. 12 Regions Financial Corp. (RF) Corrected Transcript Barclays Global Financial Services Conference 13-Sep-2018 Great. With that, please join me in thanking the Regions' team for their time today. Just so you know, so BB&T which is supposed to be next in this room, did not make it here because of Florence. We'll resume back in this room at 12:00 with Eli. Also at this time if you want to go see any other rooms, you have East West, iStar, MGIC and [ph] Banco Santander (40:02).   Disclaimer   The information herein is based on sources we believe to be reliable but is not guaranteed by us and does not purport to be a complete or error-free statement or summary of the available data.   As such, we do not warrant, endorse or guarantee the completeness, accuracy, integrity, or timeliness of the information. You must evaluate, and bear all risks associated with, the use of any   information provided hereunder, including any reliance on the accuracy, completeness, safety or usefulness of such information. This information is not intended to be used as the primary basis   of investment decisions. It should not be construed as advice designed to meet the particular investment needs of any investor. This report is published solely for information purposes, and is   not to be construed as financial or other advice or as an offer to sell or the solicitation of an offer to buy any security in any state where such an offer or solicitation would be illegal. Any   information expressed herein on this date is subject to change without notice. Any opinions or assertions contained in this information do not represent the opinions or beliefs of FactSet   CallStreet, LLC. FactSet CallStreet, LLC, or one or more of its employees, including the writer of this report, may have a position in any of the securities discussed herein.   THE INFORMATION PROVIDED TO YOU HEREUNDER IS PROVIDED ""AS IS,"" AND TO THE MAXIMUM EXTENT PERMITTED BY APPLICABLE LAW, FactSet CallStreet, LLC AND ITS   LICENSORS, BUSINESS ASSOCIATES AND SUPPLIERS DISCLAIM ALL WARRANTIES WITH RESPECT TO THE SAME, EXPRESS, IMPLIED AND STATUTORY , INCLUDING WITHOUT   LIMITATION ANY IMPLIED WARRANTIES OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, ACCURACY, COMPLETENESS, AND NON-INFRINGEMENT. TO THE   MAXIMUM EXTENT PERMITTED BY APPLICABLE LAW, NEITHER FACTSET CALLSTREET, LLC NOR ITS OFFICERS, MEMBERS, DIRECTORS, PARTNERS, A FFILIATES, BUSINESS   ASSOCIATES, LICENSORS OR SUPPLIERS WILL BE LIABLE FOR ANY INDIRECT, INCIDENTAL, SPECIAL, CONSEQUENTIAL OR PUNITIVE DAMAGES, INCLUDING WITHOUT   LIMITATION DAMAGES FOR LOST PROFITS OR REVENUES, GOODWILL, WORK STOPPAGE, SECURITY BREACHES, VIRUSES, COMPUTER FAILURE OR MALFUNCTION, USE,   DATA OR OTHER INTANGIBLE LOSSES OR COMMERCIAL DAMAGES, EVEN IF ANY OF SUCH PARTIES IS ADVISED OF THE POSSIBILITY OF SUCH LOSSES, ARISING UNDER OR   IN CONNECTION WITH THE INFORMATION PROVIDED HEREIN OR ANY OTHER SUBJECT MATTER HEREOF.   The contents and appearance of this report are Copyrighted FactSet CallStreet, LLC 2018 CallStreet and FactSet CallStreet, LLC are trademarks and service marks of FactSet CallStreet, LLC.   All other trademarks mentioned are trademarks of their respective companies. All rights reserved. 1-877-FACTSET www.callstreet.com Copyright © 2001-2018 FactSet CallStreet, LLC Corrected Transcript Barclays Global Financial Services Conference 13-Sep-2018 Great. With that, please join me in thanking the Regions' team for their time today. Just so you know, so BB&T which is supposed to be next in this room, did not make it here because of Florence. We'll resume back in this room at 12:00 with Eli. Also at this time if you want to go see any other rooms, you have East West, iStar, MGIC and [ph] Banco Santander (40:02).   Disclaimer   The information herein is based on sources we believe to be reliable but is not guaranteed by us and does not purport to be a complete or error-free statement or summary of the available data.   As such, we do not warrant, endorse or guarantee the completeness, accuracy, integrity, or timeliness of the information. You must evaluate, and bear all risks associated with, the use of any   information provided hereunder, including any reliance on the accuracy, completeness, safety or usefulness of such information. This information is not intended to be used as the primary basis   of investment decisions. It should not be construed as advice designed to meet the particular investment needs of any investor. This report is published solely for information purposes, and is   not to be construed as financial or other advice or as an offer to sell or the solicitation of an offer to buy any security in any state where such an offer or solicitation would be illegal. Any   information expressed herein on this date is subject to change without notice. Any opinions or assertions contained in this information do not represent the opinions or beliefs of FactSet   CallStreet, LLC. FactSet CallStreet, LLC, or one or more of its employees, including the writer of this report, may have a position in any of the securities discussed herein.   THE INFORMATION PROVIDED TO YOU HEREUNDER IS PROVIDED ""AS IS,"" AND TO THE MAXIMUM EXTENT PERMITTED BY APPLICABLE LAW, FactSet CallStreet, LLC AND ITS   LICENSORS, BUSINESS ASSOCIATES AND SUPPLIERS DISCLAIM ALL WARRANTIES WITH RESPECT TO THE SAME, EXPRESS, IMPLIED AND STATUTORY , INCLUDING WITHOUT   LIMITATION ANY IMPLIED WARRANTIES OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, ACCURACY, COMPLETENESS, AND NON-INFRINGEMENT. TO THE   MAXIMUM EXTENT PERMITTED BY APPLICABLE LAW, NEITHER FACTSET CALLSTREET, LLC NOR ITS OFFICERS, MEMBERS, DIRECTORS, PARTNERS, A FFILIATES, BUSINESS   ASSOCIATES, LICENSORS OR SUPPLIERS WILL BE LIABLE FOR ANY INDIRECT, INCIDENTAL, SPECIAL, CONSEQUENTIAL OR PUNITIVE DAMAGES, INCLUDING WITHOUT   LIMITATION DAMAGES FOR LOST PROFITS OR REVENUES, GOODWILL, WORK STOPPAGE, SECURITY BREACHES, VIRUSES, COMPUTER FAILURE OR MALFUNCTION, USE,   DATA OR OTHER INTANGIBLE LOSSES OR COMMERCIAL DAMAGES, EVEN IF ANY OF SUCH PARTIES IS ADVISED OF THE POSSIBILITY OF SUCH LOSSES, ARISING UNDER OR   IN CONNECTION WITH THE INFORMATION PROVIDED HEREIN OR ANY OTHER SUBJECT MATTER HEREOF.   The contents and appearance of this report are Copyrighted FactSet CallStreet, LLC 2018 CallStreet and FactSet CallStreet, LLC are trademarks and service marks of FactSet CallStreet, LLC.   All other trademarks mentioned are trademarks of their respective companies. All rights reserved. 13 1-877-FACTSET www.callstreet.com Copyright © 2001-2018 FactSet CallStreet, LLC",error,error,error,regions,other,../data/other/transcript\regions_RF-Barclays-2018-Transcript.pdf
question,"Maybe I'll kick it off, John. You've now been in the job for about six months. How are things going so far? Any big surprises and as you go around to meet people across the company, what are you most excited for at the bank?",Ryan M. Nash,Analyst,Goldman Sachs & Co. LLC,regions,other,../data/other/transcript\regions_RF-Goldman-Transcript.pdf
answer,"Well, thank you. Thanks for having us here. First, a number of months have gone great. Grayson was a super leader and he really did a good job, I think, positioning the company well. He has been great to work with through the transition, had been a very good mentor so transition has gone as well as it might. I'm excited about the quality of our teams, about our plans. I mentioned being well-positioned. We enjoy asset sensitivity, which we think we'll continue to benefit from. Credit quality is good. We have a super plan to continue to return capital to shareholders and our continuous improvement initiative we call Simplify and Grow, we think has already produced some significant results and we have a lot of opportunity in the future to continue to improve. So, our teams are excited about it. I feel the energy as I get around to visit with markets and our bankers and I think we have a very bright future so I'm excited about that opportunity.","John M. Turner, Jr.","President, Chief Executive Officer & Director",Regions Financial Corp.,regions,other,../data/other/transcript\regions_RF-Goldman-Transcript.pdf
question,"John, you referenced Simplify and Grow, I want to maybe start with the Simplify part of the equation. We've seen a handful of actions, including selling the insurance business. You exited some higher risk loans and you've reduced head count by over 1,500 positions. You've accelerated brands cut. Can you talk about the key initiatives that you have underway to simplify the organization, help improve the efficiency over time?",Ryan M. Nash,Analyst,Goldman Sachs & Co. LLC,regions,other,../data/other/transcript\regions_RF-Goldman-Transcript.pdf
answer,"Yeah. We've recently made some organizational changes that reduced through the spans and layers of exercise, reduced some layers of management. We realigned our businesses to create more clear lines of responsibility and accountability, improve communication and execution and we're already beginning to see the benefits of some of that. Going forward, we've got to focus on how do we make banking easier for our customers? How do we use technology to improve efficiency and processes and we're doing things like digitizing the consumer loan process and converting our – or simplifying our mortgage loan application so that it's easier for customers to use it. They get a quicker response and so we have both the benefit of reducing time to complete an application and also giving a customer a faster response, which has both the revenue and expense impact. So, as we think about how do we improve our opportunities going forward, largely are how do we improve our processes to make it easier and to create efficiency.","John M. Turner, Jr.","President, Chief Executive Officer & Director",Regions Financial Corp.,regions,other,../data/other/transcript\regions_RF-Goldman-Transcript.pdf
question,"[Technical Difficulty] (00:03:45-00:03:50) roughly 30% of your initiatives are revenue-driven and I guess part of that is just improving processes, but can you talk about what the key pieces are? Whether it's like you said, digitizing, optimizing delivery channels? What are going to be the biggest contributors to driving your growth [indiscernible] (00:04:09)?",Ryan M. Nash,Analyst,Goldman Sachs & Co. LLC,regions,other,../data/other/transcript\regions_RF-Goldman-Transcript.pdf
answer,"So, in our branches as an example, we've recently reduced some of the functions that the branches had to do and as a result we've created about 500,000 man hours that had previously been dedicated to other job. We've eliminated paper, so we eliminated 5 million pieces of paper in the branches. Working with our commercial bankers, improving our loan approval process, we've reduced turnaround times from nine days to two. And what that does it allows us to get back to a customer much more quickly with an answer and so it has significant revenue impact. Also looking to reduce the various responsibilities of our bankers so that we can centralize functions, allow them to spend more time with customers and be more effective in the execution of their particular role, which again has a revenue impact and we're seeing that through better pull-through in our pipelines and execution of our sales management activities, which has resulted in the loan growth.","John M. Turner, Jr.","President, Chief Executive Officer & Director",Regions Financial Corp.,regions,other,../data/other/transcript\regions_RF-Goldman-Transcript.pdf
question,"The last comments, better pull-through in your pipelines. I think last quarter you had linked-quarter annualized growth of almost 7%. I think it's the highest level in any quarter in 10 years. I don't want to extrapolate any one quarter...",Ryan M. Nash,Analyst,Goldman Sachs & Co. LLC,regions,other,../data/other/transcript\regions_RF-Goldman-Transcript.pdf
answer,Yeah.,"John M. Turner, Jr.","President, Chief Executive Officer & Director",Regions Financial Corp.,regions,other,../data/other/transcript\regions_RF-Goldman-Transcript.pdf
question,"... but that's [indiscernible] (00:05:23) we've seen industry loan growth improve recently, can you just talk about what you guys are seeing on the lending side and do you think this can continue as we've got continued momentum to 2019?",Ryan M. Nash,Analyst,Goldman Sachs & Co. LLC,regions,other,../data/other/transcript\regions_RF-Goldman-Transcript.pdf
